ques,skill
2824,84
2679,84
7077,15
6527,88
7489,71
11672,74
1083,22
8483,111
8702,97
12716,15
12521,97
8858,97
6564,37
10092,90
5771,28
10292,97
10937,108
566,51
12749,81
9622,103
11459,19
13864,18
10182,111
4850,33
8583,73
14525,38
7404,116
5154,105
12062,85
2454,76
3503,67
11127,86
15422,119
3564,51
4920,79
1591,84
2535,51
8934,30
9360,65
11724,4
4228,118
10641,121
2947,93
4289,96
4822,74
7427,68
3416,74
12776,111
4366,28
13518,17
6378,76
972,51
76,120
6653,86
5803,58
9169,56
6240,37
15168,36
4868,53
2710,95
2524,38
6947,56
7265,21
4204,27
11980,59
1521,95
5903,28
12558,116
7469,116
9151,94
283,92
3222,85
2557,27
2912,118
8463,120
12064,85
644,51
863,73
3212,27
169,85
5873,28
2059,73
11072,111
11571,71
11608,81
12103,76
13041,97
2817,37
15352,14
10812,97
14566,56
6087,49
14123,6
12652,21
1683,95
8513,120
15149,119
4047,24
8480,111
14599,90
15632,95
2567,6
4307,49
980,73
10399,56
1958,118
4890,112
12865,61
8627,97
8122,51
4748,118
9477,29
4809,96
9187,121
10631,85
9487,84
4373,23
1635,84
2769,95
2038,51
5520,118
4895,118
7188,32
15323,42
4477,67
4467,85
7163,32
2380,79
6052,28
4767,72
10577,28
5217,77
6005,28
12613,49
10274,20
5682,17
8242,90
4211,88
7068,21
14365,76
3173,79
14436,80
3485,67
4453,59
2939,73
12252,108
14648,64
8313,23
2925,118
9513,116
509,51
665,51
9742,103
2133,99
4405,41
6370,54
547,51
3903,2
13547,18
4584,68
8672,97
10303,97
6717,28
14691,64
15355,57
4361,28
4542,93
4699,74
12963,50
9893,59
6625,93
10791,29
8740,97
9214,56
9384,5
9954,59
5282,71
5889,85
11398,15
12261,61
13745,68
3346,79
10922,111
13826,86
4162,67
14733,61
2169,2
12199,72
5898,28
12308,59
10114,90
9527,51
342,89
8317,28
6800,5
14135,113
6073,18
7228,93
4664,112
8525,111
10490,28
13039,74
7156,32
12877,91
13869,37
1461,4
14339,43
10847,56
592,51
1380,84
1987,68
8000,29
7892,27
10466,5
11183,90
7308,116
4868,41
3223,74
288,116
4446,53
5685,22
18,37
8943,30
7112,21
11177,85
11805,19
7801,103
3270,99
13517,28
136,40
2225,99
7915,27
10745,59
11781,26
4962,79
621,73
13379,71
13312,28
10968,29
12615,97
10166,59
15130,119
13469,74
10370,97
9549,27
14864,55
112,54
13493,68
9093,53
9344,29
13416,111
14727,116
6030,28
8942,60
7354,91
8358,29
4236,96
15477,22
4425,41
7401,92
8311,23
4853,41
9330,29
8334,90
9990,23
2019,51
7629,116
9320,27
10450,85
14579,8
10754,61
6888,56
5811,28
1672,119
10554,87
10212,18
6000,99
14136,6
3561,22
7377,116
8509,97
13168,118
13621,86
3443,22
5017,79
7681,92
9049,84
12705,93
5341,38
3680,59
9467,58
10127,120
15623,21
9210,65
14112,110
1819,6
5156,77
6215,115
11977,93
1933,50
10506,52
1648,84
5971,64
7201,32
3000,96
324,62
9712,18
9737,103
13287,85
4382,85
206,62
7965,62
10144,111
13021,41
9385,29
7533,28
9566,92
11014,55
1838,0
6413,29
3712,4
4183,27
14050,24
7234,91
779,51
12128,61
14292,77
6464,27
10045,18
14315,100
11530,81
14677,64
3043,96
12679,76
1400,91
2773,87
3029,61
13148,67
7489,15
11982,59
9542,116
13024,81
765,119
14490,49
5960,28
8726,97
1415,119
3822,61
8308,16
15217,36
14254,112
7512,71
1281,119
4101,38
12550,74
1523,4
2307,84
1713,84
11711,112
13181,118
1163,119
8877,28
10091,90
13232,61
707,51
7897,84
10936,108
14704,64
4869,33
4447,53
12711,93
7280,114
4252,37
4545,85
11235,24
3065,107
4384,85
1917,93
13461,21
11303,59
6516,116
5372,85
12351,27
14007,110
4623,71
5560,87
4531,23
5030,79
9858,59
15502,22
5091,79
9935,59
237,2
15563,36
12681,116
7872,52
8984,60
7194,32
1309,84
14979,55
6025,28
15221,104
9345,5
7312,91
4483,41
6102,18
6782,37
3559,22
10927,5
11463,87
13075,21
15040,86
12843,81
5090,28
13949,29
8282,90
13986,9
7516,74
12407,54
5637,24
7213,38
5822,28
6115,18
4830,74
8490,111
8638,63
11058,71
13479,68
8699,63
14385,48
12515,113
1801,6
7023,27
13037,44
7468,116
10252,97
1076,22
15291,52
13416,75
2874,118
5707,93
3748,76
14194,70
15324,52
12272,111
13445,86
8008,16
7103,32
2176,2
487,2
3117,107
11509,120
3875,67
14085,6
7558,28
4064,24
7363,116
8495,97
6281,74
11104,70
11670,19
6466,86
5744,53
12277,67
6196,115
13639,49
6200,118
4610,59
2138,79
6685,49
4410,85
7168,21
6998,56
12888,49
14844,55
6253,15
6471,88
10858,108
7396,91
3898,2
12031,37
15566,14
301,92
11893,4
11602,95
12813,95
12300,118
4700,37
6661,73
8987,23
13277,50
4885,85
1353,84
4814,37
11136,111
489,85
11726,4
13206,118
7608,58
1913,108
2825,119
9091,85
8669,97
8073,16
3823,61
2497,6
3381,74
3257,84
8342,73
1832,6
2375,29
4594,11
6541,76
5984,64
7134,85
4513,23
7894,27
13219,118
14948,18
1534,119
4870,53
9512,116
8996,45
10515,56
13708,50
13105,67
7361,32
2706,84
12110,72
5225,77
8834,51
13067,11
9589,27
7080,32
1699,84
464,66
15497,22
10862,27
14690,64
9119,54
1851,113
11084,49
15260,84
10885,32
6213,118
7390,68
1035,76
939,51
3626,95
6097,18
7290,88
12858,111
14442,65
3703,95
4447,41
1519,84
6783,37
9299,27
6398,29
1860,112
7447,116
3237,79
4849,67
545,73
6496,5
4427,53
13005,93
7845,1
622,73
6535,54
15350,70
237,85
14514,116
1732,74
4128,118
4602,53
4005,74
10784,59
355,22
4460,59
2064,73
6169,18
14453,65
5884,28
8191,16
11173,71
12331,67
15449,120
1323,119
203,90
1087,22
4275,118
5968,47
8491,120
13592,86
2889,51
3991,24
6316,54
11102,70
11230,27
15211,42
6876,30
7744,90
11795,93
15036,55
924,73
10727,7
3535,61
7223,32
1892,22
8029,119
12117,74
13369,21
9573,92
9900,59
15528,22
7482,93
4938,79
15220,42
6567,37
6443,91
7368,92
4729,66
12187,37
9639,54
13492,68
11604,81
11462,19
5949,28
5238,77
1830,6
6666,49
11745,13
15362,52
13710,38
7269,21
2333,88
3382,93
7397,32
10222,20
3885,74
714,73
5516,72
12480,97
13334,111
221,71
2148,73
7946,81
7116,32
13254,61
8917,28
7528,32
3666,59
3315,27
9581,5
10131,68
10154,111
9258,56
12044,95
15299,104
1947,4
183,15
2916,118
7376,116
3234,79
480,62
2008,22
3419,73
9149,121
3311,79
13790,18
4633,87
7680,92
9490,87
1762,29
4557,87
4871,53
6712,28
2953,85
5539,23
5749,2
2497,113
10126,120
8655,97
428,69
10687,15
3921,24
10728,52
11136,75
11247,71
3689,4
15650,76
14316,93
10890,86
13993,6
15214,119
12636,49
13396,67
8707,97
6450,91
6108,86
9760,103
9921,59
10819,85
647,51
2901,73
11517,22
6275,28
6568,18
2392,119
7328,68
12033,37
7385,21
13081,85
2692,84
15679,56
1069,22
2645,84
6399,29
4348,113
5524,118
6147,86
10434,28
13537,108
10186,16
8422,97
11288,27
6121,86
3906,33
5406,118
7243,32
7722,15
3788,61
3916,74
4408,53
8331,51
14525,37
161,2
13854,86
11810,19
6341,37
12735,18
8125,51
13367,17
1438,119
9099,54
15648,17
7920,27
4983,79
1304,119
1712,84
7109,32
11867,95
15121,119
1381,119
15526,22
6682,18
2407,116
7896,84
5662,97
7564,84
7403,68
13997,11
2050,73
9403,85
10975,18
13029,75
3027,91
12412,67
6240,38
1873,112
274,84
2363,99
5263,79
8434,23
4807,67
1185,22
13959,96
11909,112
6515,29
3095,107
7754,112
4673,59
3374,38
4597,67
6487,67
6785,37
3696,96
8249,90
9995,23
1882,113
5641,4
12700,111
672,62
4777,5
9506,56
6011,28
1100,22
5205,77
15183,100
550,51
6174,27
15311,83
7355,116
11200,85
13848,18
7985,29
13925,44
15002,86
6443,54
8062,29
13911,9
1483,119
13127,118
2888,79
7236,32
1170,119
11229,71
3192,29
3815,79
4692,86
2253,99
10592,116
4600,38
9002,45
10521,56
10578,59
12993,118
13938,56
3031,84
5436,85
1516,4
6723,28
14260,37
4434,85
12789,76
15671,6
5503,31
956,51
5450,105
12287,97
6566,18
14075,110
6780,74
14714,64
15229,42
6803,5
6418,29
6133,37
6850,56
5294,73
4856,53
10891,49
116,54
11555,22
6475,37
14037,23
13913,25
4433,53
5857,28
7115,21
685,62
12579,113
10529,65
11763,72
6518,116
12640,97
12954,15
4912,37
13263,59
9128,23
7780,72
11109,70
14046,110
1734,74
2261,29
13979,51
12167,37
8389,58
14728,72
7020,29
4415,67
10839,18
11682,81
12161,116
7381,116
1794,6
8568,51
8848,37
13172,118
4267,72
1582,89
8574,73
8854,15
9280,56
10373,114
11071,111
11834,95
13348,81
15625,16
1955,105
11375,61
9180,121
11748,65
5096,79
8801,116
2022,51
14173,27
7357,92
12574,97
5144,29
15118,119
7636,21
13432,17
7033,56
2658,84
5054,72
8158,118
6559,86
6036,28
13846,18
15222,42
14257,113
12624,113
10718,90
6307,22
10087,90
5766,28
7289,88
6702,109
5566,118
12473,108
12691,37
8138,85
5153,51
13029,111
14058,111
14276,58
8947,45
1859,112
9165,94
12758,95
7122,32
8063,29
9530,116
4450,41
2714,119
1603,119
7703,92
7004,28
13423,32
2097,95
11719,4
8167,51
12673,61
411,113
13318,84
10367,87
12747,91
14000,59
3411,74
7648,23
9003,45
13270,85
3880,67
6383,54
2814,15
9877,59
6481,74
13796,37
14063,97
8325,90
12041,95
1440,95
15059,55
10132,111
8207,90
9572,92
6895,56
7539,92
12794,116
9629,51
11239,65
11775,19
12201,72
14143,110
14485,65
10588,85
7739,103
10065,85
11992,67
12736,37
6676,51
13714,18
278,92
7876,52
1017,118
4084,112
12386,61
13472,32
11195,84
201,65
1564,62
1749,118
12793,37
576,51
2276,79
7249,32
9980,23
9045,30
11840,38
3794,61
4430,53
10777,116
15617,42
7096,21
11779,69
11204,29
4410,33
2859,73
7410,68
13126,67
4510,28
14982,55
2063,73
4724,72
7661,85
1505,84
8926,45
5411,24
1624,30
2312,99
14848,55
9594,27
10687,71
10806,27
9708,103
5002,79
2569,93
4580,87
4106,24
7409,21
7647,23
10853,20
12461,113
12522,97
15033,110
12347,118
9314,29
5320,45
5748,53
9304,27
5363,81
10269,20
11318,17
6811,38
14468,110
7850,1
20,37
7172,21
441,72
5116,71
4367,113
12544,97
8025,29
10420,23
5828,28
7954,99
8681,97
1945,31
11844,72
4162,53
3214,88
9390,56
11255,87
13536,108
2226,29
9731,28
7698,92
15611,100
4708,24
7015,28
8606,51
9973,81
6820,30
3982,93
13053,59
460,66
2829,87
5490,86
14290,76
2943,73
12075,37
13133,67
7494,74
2583,40
13673,86
13123,53
3854,27
5466,31
12891,49
7136,74
13555,86
12469,75
392,113
66,120
4517,23
2980,84
10918,111
14528,93
7497,71
109,54
15144,119
1879,113
2828,96
12431,3
13807,116
4959,79
6151,18
13028,77
2231,99
9976,56
8139,67
2771,22
2989,51
10556,27
15103,119
5893,28
3682,4
13042,97
9270,94
6552,73
6481,37
14433,65
1872,112
9711,56
14561,116
4858,33
4018,2
11695,3
13939,26
13958,96
2686,22
5698,23
9192,94
9559,116
11614,81
11908,112
5015,79
11581,120
1925,27
12809,81
13544,114
5076,79
809,51
2092,73
2220,22
7961,99
13672,71
4368,6
5987,47
7435,68
691,51
12221,72
491,41
4250,118
4431,53
6656,109
13553,85
2277,84
3255,79
4132,118
10726,56
13131,59
11287,59
13985,32
1445,119
4411,41
6287,54
2628,73
211,71
7491,74
10692,15
15665,32
11381,61
1544,95
8536,111
9919,59
14008,110
3619,73
3747,28
5247,77
8560,85
8927,45
3643,95
2498,37
2560,40
9785,67
6499,5
8175,109
13880,40
14366,90
14716,11
3486,67
4457,85
3543,22
9463,28
2940,73
14906,55
2906,73
3220,107
9325,27
11616,81
6779,74
13501,32
13049,97
733,120
3780,99
2623,84
1786,112
2531,4
2134,99
5806,28
6099,18
6622,108
14564,38
3941,48
1178,22
8541,53
499,15
13257,61
11042,86
7861,80
2194,95
12954,71
13490,21
13372,17
13429,32
8150,118
13793,76
6906,29
9546,13
8868,17
7495,71
10943,27
12555,97
1254,119
13975,111
15018,97
15666,6
6774,28
9418,67
12332,85
13898,72
13802,37
12773,37
8163,118
4475,85
9204,56
12160,116
6807,54
13978,32
14747,10
15317,36
3393,38
12426,97
845,51
6469,27
9356,28
14159,16
6901,56
5105,79
13295,17
1595,119
4390,41
4651,71
4926,79
12038,4
3483,85
4488,33
8193,90
6634,109
8800,116
14353,32
13408,50
2320,85
5210,77
4859,41
3123,107
3911,2
8006,29
3388,93
2359,29
10228,20
4821,93
517,51
294,116
4312,67
99,28
9061,85
11363,17
217,73
9422,118
492,53
4416,33
12924,50
317,62
11760,3
8791,29
12562,37
12933,50
10495,58
4891,48
3283,79
5461,30
240,53
2419,76
4473,33
10032,117
8362,119
3202,59
7677,92
9103,54
9350,29
511,73
3711,4
8486,28
923,51
12561,116
5953,47
6081,18
657,99
6372,76
1028,118
11233,103
14532,21
15581,14
9407,85
6543,15
10983,55
12804,71
563,73
8277,90
12808,2
10151,90
4411,53
14042,23
14821,49
7407,21
10356,97
5801,28
2665,23
5288,105
14754,106
26,37
335,93
7120,21
12200,72
1189,22
13525,108
2233,99
8556,118
10611,85
11053,86
10801,5
1071,22
15604,119
9231,121
4923,79
2266,29
841,73
4984,79
11640,4
14783,90
11750,121
2285,96
4174,118
2802,74
12310,85
6671,86
12334,95
1487,119
6769,28
4059,24
13353,85
11798,26
6313,54
2157,38
12727,116
9158,121
11309,71
15485,22
9884,59
12664,76
15322,42
1235,119
12774,49
13315,17
3418,51
13514,32
15512,22
4723,72
9732,103
15066,55
10139,111
3893,2
6112,18
8214,16
12232,53
14144,6
4153,27
1001,62
2854,118
6835,119
11402,93
4159,85
4452,33
12100,116
14610,64
7253,21
14311,59
508,73
2089,73
8648,63
14891,55
11198,75
3066,107
1827,6
2705,119
2867,118
319,99
2800,51
10842,49
3650,59
13238,61
10642,65
1102,22
13798,37
9242,56
15136,119
1010,22
2994,79
5048,6
4647,38
2155,73
6166,49
4427,67
4906,108
4798,86
11843,72
949,73
3355,74
6800,27
1158,119
6506,116
13190,67
13414,21
13579,32
10912,30
1846,0
15330,36
8549,67
9750,67
12881,50
6796,47
1101,119
1580,84
4859,53
2127,84
2809,37
11680,19
2060,51
12398,27
854,73
820,73
4086,72
12620,49
3156,5
13953,29
3891,74
9351,29
9905,59
2663,23
10381,87
6923,5
4247,11
9848,59
13399,118
15437,22
7520,71
8306,90
1053,22
4881,85
904,51
8235,90
1531,4
8805,116
3549,67
5313,74
15079,22
14712,64
3725,64
10964,55
12505,113
7064,28
3772,61
5879,28
14560,116
12709,71
13911,8
8571,51
14137,59
3748,54
3876,67
12946,50
13587,86
7472,56
6794,28
2267,29
9069,97
6871,30
7904,27
13141,53
13496,28
477,62
4880,41
11077,18
9116,54
12220,72
10027,52
4377,33
9353,5
22,74
9666,68
14142,6
10692,71
10811,27
15523,22
12439,113
2128,99
4093,74
5023,79
22,37
7174,21
2081,51
5402,68
11066,71
10046,114
10573,85
11180,67
14118,110
187,87
7504,38
4150,88
12489,97
3149,67
13467,56
14379,37
5702,74
1084,22
8319,90
534,51
385,72
4490,53
13072,32
2332,27
15408,52
5772,28
10150,111
14601,76
732,120
1785,112
15029,20
9466,58
7081,21
1097,22
746,76
14093,6
2820,119
5481,112
13799,37
9181,13
5629,24
2113,29
2550,74
10843,86
7860,80
8848,38
5605,31
13048,61
1690,84
7053,56
8834,73
12977,71
4489,85
15062,55
2294,79
12413,85
9137,56
6121,49
6284,74
7518,71
1841,113
15250,84
6237,38
6402,29
4850,67
10457,49
546,73
3423,73
6834,56
13897,72
11620,4
2293,62
4256,6
6563,18
11131,49
13448,17
100,54
11539,22
1974,38
5827,112
14852,55
7437,116
13703,86
986,51
12587,6
5888,28
5338,79
1840,6
4417,53
5979,93
13569,86
14115,110
10181,16
7099,21
15269,42
4613,71
469,72
8354,119
4413,33
4541,108
5020,79
12734,74
5874,28
6344,18
5081,79
13274,71
14443,97
14956,18
15455,120
2430,91
15117,119
8373,58
14952,49
3981,24
1128,22
5579,73
4646,96
5384,73
10438,116
14057,61
15505,22
12350,5
2547,74
9606,81
7891,84
9610,28
14100,111
7506,74
14228,36
725,89
4516,28
10693,74
12097,76
4213,118
13122,85
1565,95
1033,118
5191,77
1569,4
11315,59
13844,116
1807,6
1972,71
13520,32
1976,2
269,84
1004,119
4820,49
1503,95
12699,61
8837,62
9886,59
23,37
7175,21
9947,59
14288,37
7529,21
9330,27
4910,38
10464,108
6234,37
12339,67
6827,56
6006,28
1095,22
6641,109
8603,73
13468,38
2893,118
13600,86
12661,116
4344,72
771,76
11110,70
13036,32
14997,86
140,37
13990,93
2451,76
5284,53
14283,37
7632,56
7785,6
12253,5
14179,59
8640,97
15205,36
5553,28
7072,15
7686,92
6840,27
4734,87
6897,30
13552,93
6718,28
7671,110
3992,24
11170,13
15536,22
11088,55
4490,41
10667,13
11521,22
9580,27
11706,26
6741,86
14040,113
1373,84
4102,74
182,37
6413,27
8521,28
4861,33
12626,49
11446,40
6403,29
3498,67
4931,79
10230,20
883,73
6342,18
11071,61
280,92
1989,11
14103,113
5899,28
7124,32
694,51
9755,103
12137,48
13452,5
14026,110
20,38
9589,5
295,92
560,51
1827,113
10491,28
11284,17
14344,36
12783,91
3778,61
1908,108
4414,53
14808,49
5557,33
12611,74
4789,87
14609,64
12143,95
100,91
5547,23
9066,85
11368,17
4579,71
8928,30
1931,108
3028,91
4238,118
9095,116
8582,73
2501,37
5666,50
12583,97
13451,37
56,80
12351,5
7869,117
13512,85
204,120
13716,71
10894,90
2758,87
7470,32
10969,27
6643,109
8776,81
4100,2
14909,55
9369,28
10780,69
11552,22
12047,59
6273,22
12795,116
7214,37
11224,71
1242,119
6994,56
12165,76
9345,27
3631,95
9773,59
6031,28
1124,119
1470,95
5394,51
6129,86
9834,59
7251,32
11055,50
8076,23
4479,85
8221,90
8899,58
13551,114
13949,27
14362,76
3482,85
6856,56
8066,29
12192,85
6001,28
12174,37
12771,76
13108,85
5694,73
4459,41
3074,107
7027,49
12306,59
8567,73
13611,86
1616,118
7620,58
5812,28
15595,119
5484,61
7482,71
12373,113
3562,22
8804,116
10930,11
10987,70
597,51
2334,27
11115,13
3572,67
3320,28
880,73
2415,84
4928,79
6690,18
8590,51
10683,121
13283,118
5731,85
14593,82
15159,119
121,91
13948,59
6841,23
6456,115
2974,90
10145,120
282,116
690,89
3865,95
7752,23
3248,119
9642,18
10986,20
11593,4
14360,97
2032,51
6921,56
11968,72
10241,97
490,2
183,37
4862,53
2313,79
15000,49
12580,113
10583,87
5166,77
10225,20
4818,71
10530,65
7278,97
3301,79
7885,7
609,73
11569,108
13919,25
8252,90
12357,97
12874,93
8093,90
13281,53
7258,21
10773,116
12569,113
12788,99
1359,84
2935,118
793,51
5216,77
1791,113
12930,74
15039,86
2801,118
675,51
9456,53
3779,61
8012,29
4415,53
11939,4
13712,24
5558,85
14573,64
5326,49
13665,24
9766,103
13115,59
8939,30
2726,6
7827,80
10387,7
4432,67
14207,112
4827,74
10686,49
1572,89
13466,74
11948,93
9903,59
10302,97
3731,28
427,72
4593,33
11563,22
6483,37
7775,44
2108,79
4290,67
5747,67
7039,56
10433,103
12872,50
13000,71
7137,32
13974,29
14723,36
6026,28
9309,27
10386,87
8445,28
1799,0
6928,5
8610,51
4973,79
3844,59
6388,29
8458,111
13447,4
10405,90
13508,118
8067,29
720,51
12175,37
2151,73
4460,53
5823,28
14504,36
14256,112
14313,97
12714,71
1802,6
2842,118
5139,59
8686,120
8856,37
2278,84
7693,92
6937,27
4703,24
2410,84
5129,113
2211,29
7750,23
12211,37
12279,6
4540,108
588,73
401,113
14020,120
3085,107
10927,27
14285,76
15258,119
4264,118
2358,79
10850,20
11176,85
13473,68
14992,55
15140,119
11922,38
15069,55
6581,37
15424,42
407,44
10954,86
6278,15
9368,94
13402,85
5555,73
7264,32
3505,73
11125,15
829,51
4455,33
13088,21
4297,67
2652,22
8888,67
5517,61
202,65
4142,85
5578,61
3805,79
4863,53
8543,85
9984,23
12875,76
268,84
5939,28
11191,37
8263,90
13368,59
349,31
8637,97
3737,64
2428,84
7734,103
7990,29
11727,4
12533,113
13326,116
14065,110
10088,90
4363,6
6931,30
8897,85
2997,96
7102,21
5294,51
639,51
6536,54
13187,118
13970,59
3338,108
14916,82
311,116
12590,91
6826,91
7838,80
8471,111
13980,96
10402,56
8532,111
15171,36
9224,121
14588,82
3874,29
1012,22
14168,111
3057,31
7439,92
3742,28
3105,73
9590,29
12158,37
12000,67
15498,22
5364,81
6792,37
4537,74
1653,84
4031,38
13936,74
1433,95
4415,41
8949,60
10786,116
10967,55
4405,67
1757,54
14724,58
7257,32
1372,84
8682,97
14805,49
4200,27
13087,21
6878,56
2720,119
5785,28
11004,56
4044,2
7104,21
10383,87
8777,116
10424,28
1173,22
3464,22
11952,4
12009,53
13328,67
14971,110
7840,80
356,22
835,51
8496,116
5349,118
9380,56
12564,37
3137,107
7622,58
14511,112
6783,74
5690,18
14263,36
3161,29
5415,79
10325,85
14233,113
6777,37
11506,120
10439,45
7191,32
12250,75
6753,28
9,37
10790,16
13950,59
6374,4
473,48
2624,96
10462,97
7166,32
9868,59
14736,36
11737,37
1920,50
1812,0
38,59
2734,84
4679,118
12663,76
10688,93
4493,53
10931,11
7180,21
11396,71
14932,55
5569,118
14077,29
7962,99
12947,24
5950,28
8329,16
9378,13
4834,108
3036,59
3961,2
15244,42
8632,63
739,120
12448,97
7596,116
8254,90
4170,100
9653,54
10223,20
4449,59
7991,29
8052,29
12666,37
11182,90
2884,118
4421,53
5119,34
7344,116
8918,28
13573,86
7103,21
12457,6
15096,22
5588,27
4303,49
10716,56
10902,85
3620,73
3198,85
4863,41
4900,37
7729,103
3221,2
4283,45
8623,97
1023,22
1678,84
14855,55
3629,22
7168,32
7296,21
3690,4
13454,5
989,51
9889,59
6418,27
12159,37
6495,27
11703,3
7159,32
8873,56
11622,81
4828,37
9007,45
6907,56
8745,118
7665,116
2664,84
3010,96
3968,38
9594,5
13200,118
7969,28
14762,55
5496,118
4780,87
12727,91
6926,29
7851,80
7945,27
4790,24
4992,79
12930,50
2479,84
543,51
4884,85
10772,116
15184,36
3019,67
13101,59
10283,97
5691,4
8668,97
11678,112
13604,86
15659,21
12488,6
1700,95
9485,84
5292,73
9100,54
14164,110
6265,74
9219,56
6194,118
5192,77
4054,24
6507,5
7799,92
8597,28
9616,28
8720,97
360,62
4465,85
10135,111
15507,22
12119,76
494,41
9113,54
6237,37
336,71
2904,95
9170,65
4461,33
12664,37
12878,49
4300,97
6298,91
13110,85
13285,17
238,50
15402,83
12872,74
10215,18
7575,116
1475,95
8806,116
8081,23
3905,74
11525,22
10195,30
14605,64
12962,71
497,37
11961,48
12911,24
2279,79
2558,2
6012,28
3797,61
9312,88
13213,118
7554,32
2457,91
4076,4
7503,71
12738,22
9540,56
1081,22
2339,27
11120,13
4636,24
1005,22
1394,119
7204,32
8538,120
11477,79
12794,91
8913,28
10741,59
6681,37
1276,119
8970,45
5736,85
10546,59
11838,72
9620,103
8724,28
5944,2
12737,71
13497,21
7692,92
9667,68
6225,50
9600,27
6724,28
13469,71
6105,49
6339,54
6781,93
165,49
13550,18
2533,51
10826,85
13192,28
5906,85
13455,5
14261,76
3359,74
9853,59
10018,80
6547,18
3919,2
11456,19
970,51
14974,55
7283,37
3306,79
1526,4
4401,53
7819,1
8196,90
7397,21
7525,32
9245,65
13093,85
14811,49
4155,2
4013,74
842,73
6709,51
8465,111
11371,17
7059,28
1274,84
5506,105
5858,28
6328,18
9059,67
10074,90
10375,32
10601,85
12486,6
14014,110
14926,37
4430,59
3615,59
6927,29
13069,61
15637,37
7909,27
4026,38
6846,71
12898,49
7349,116
1691,84
3210,107
13140,118
15489,22
2953,2
9248,56
462,56
7197,32
2996,96
5620,29
4049,24
14915,82
35,38
1563,30
6488,118
12266,32
12907,50
9148,121
442,44
6636,86
11299,59
1477,4
7490,93
12471,5
12114,108
8679,97
9442,85
13861,76
475,44
14587,82
13922,106
9391,28
9870,59
5397,68
7415,21
14758,55
9931,59
2341,119
4746,118
9314,27
12171,76
1197,22
11389,17
205,76
14083,111
10,74
8440,28
67,119
1079,22
5585,61
10619,85
8706,97
5534,118
5687,84
8577,51
6184,28
5767,28
5400,118
11188,111
14234,112
8078,23
10809,118
413,48
4428,67
7090,32
14224,70
1571,119
13717,23
6223,74
232,84
4651,93
8368,119
12527,97
53,74
6156,49
10942,5
3061,107
11421,56
14770,82
4916,79
7855,80
10000,45
11207,99
503,62
3777,99
15131,119
4356,6
2178,73
15520,22
1547,95
12156,74
12800,114
388,112
4849,53
11505,120
3113,107
3901,2
4670,37
13545,18
3449,67
455,72
2491,99
3952,38
2477,76
11538,22
13574,61
7436,32
2909,73
5314,72
14618,64
7261,21
11278,108
9630,37
6188,23
1517,95
1835,6
3026,54
13749,90
3046,61
3273,79
13806,37
10471,27
544,51
6168,27
7217,32
2743,119
14998,86
6154,18
7203,21
4502,100
3762,61
5869,28
15207,100
4398,53
11975,74
14792,49
7630,116
12363,6
9046,30
5423,45
4820,86
2381,99
11352,17
2257,29
10649,56
1901,27
7083,32
1062,119
606,51
9073,45
14227,97
15072,55
7505,15
8475,97
14203,110
6560,18
2437,51
3932,2
13073,21
1631,84
3150,67
13937,15
10178,16
4990,79
9818,59
3733,64
4296,87
2741,22
12823,22
10711,29
14878,55
6032,28
7282,93
3585,73
5213,77
5985,28
8164,67
15082,43
2670,23
1188,30
10657,65
10368,28
11346,87
7604,58
15432,100
2949,74
8649,97
13196,59
2389,29
5582,45
3718,62
4244,61
7362,116
8655,63
4177,118
13229,61
3009,96
2972,108
10472,111
10129,111
8717,97
10330,85
13912,8
6906,27
9674,68
9033,84
8607,73
12423,27
10943,5
3286,79
11199,111
12464,72
13182,118
3987,24
10615,116
14083,75
15531,22
1975,15
6446,41
15246,119
4695,50
8783,81
920,73
9518,28
4846,74
15112,119
3052,96
3531,5
13964,77
1817,6
8152,118
9896,59
12725,49
10209,20
4323,24
5894,28
2728,84
11012,55
626,51
1105,22
2681,84
2805,74
9075,45
1950,4
10486,28
8198,90
11458,3
13729,86
14746,110
9440,53
659,51
5941,64
3763,61
7996,29
1731,119
4697,37
4399,53
6525,116
649,73
1698,84
8104,23
9041,30
28,2
10015,80
13146,67
6923,27
8923,30
13189,53
7108,21
1983,85
3914,2
3678,59
4530,23
283,116
715,73
4858,67
9145,121
8504,111
4308,96
520,73
12572,72
12737,15
11628,4
14647,64
2723,6
4830,37
6642,18
1043,119
6571,18
1579,89
7294,114
8170,58
3597,96
5134,29
8335,90
11547,22
12713,38
1312,84
9596,29
1848,6
8604,73
10065,2
12605,97
14062,97
4621,71
2385,76
7633,45
2465,84
4886,85
10774,116
12828,95
14260,76
3463,96
10874,21
12210,76
15605,119
12376,6
704,51
10017,80
11238,65
15219,100
4444,53
5241,77
5807,28
13077,85
3557,22
8037,29
4548,11
9025,31
6917,30
9781,24
5583,45
1961,84
12405,54
7406,68
1340,119
11693,4
224,71
12684,37
14303,76
1222,119
5529,97
14041,117
4657,110
14976,55
59,119
1587,95
116,76
1644,84
8043,84
14107,110
9287,65
6775,28
11227,15
10810,29
7348,116
12860,61
14935,55
884,73
6660,86
7287,97
4888,53
7442,32
3394,38
9660,68
12869,74
13290,17
4078,4
6602,109
13851,18
5619,4
14268,10
14002,90
7310,91
286,92
12039,4
8102,23
12460,113
15673,116
7300,21
7485,15
3091,107
8402,97
5956,28
7239,32
1817,113
4357,112
5055,105
8135,85
11972,72
